wavenumber_cm1,reflectance_raw,reflectance_cleaned,reflectance_smoothed,baseline,detrended,envelope,normalized,is_hampel_outlier,in_primary_modeling_range
400.1569,31.29322924,31.29322924,31.33472830685771,37.467343385842014,-6.132615078984305,12.991510415460011,-0.25454017806891044,0,0
400.639,30.60428036,30.60428036,30.574165678972335,37.4517064483028,-6.877540769330466,12.987500952754012,-0.3069598294597921,0,0
401.1211,29.99740213,29.99740213,29.93074570433297,37.43607672979424,-7.505331025461267,12.983146644583703,-0.3512015042122599,0,0
401.6032,29.41479736,29.41479736,29.394013044512672,37.42045422880011,-8.026441184287439,12.978447490949089,-0.38799487633274926,0,0
402.0853,28.94739201,28.94739201,28.95351236108449,37.40483894380422,-8.451326582719734,12.973403491850164,-0.41806945033256165,0,0
402.5674,28.56453144,28.56453144,28.598788315621473,37.38923087329039,-8.790442557668914,12.968014647286932,-0.44215475491061845,0,0
403.0496,28.2573198,28.2573198,28.31938556969668,37.37362678046946,-9.054241210772776,12.96228095725939,-0.4609803095549346,0,0
403.5317,28.05093833,28.05093833,28.104848784883167,37.35803313586681,-9.253184350983645,12.956202421767541,-0.4752767293371026,0,0
404.0138,27.90966164,27.90966164,27.94472262275398,37.342446701197304,-9.397724078443325,12.949779040811384,-0.4857745550965591,0,0
404.4959,27.82480345,27.82480345,27.828551744882176,37.326867474944734,-9.498315730062558,12.943010814390918,-0.4932053596887988,0,0
404.978,27.78869601,27.78869601,27.745880812840436,37.311295455592926,-9.56541464275249,12.935897742506144,-0.4983017174733752,0,0
405.4601,27.74284411,27.74284411,27.666220096622716,37.29573064162565,-9.629510545002937,12.928439825157062,-0.5032100530109093,0,0
405.9423,27.68946917,27.68946917,27.595947040774405,37.28016980522351,-9.684222764449103,12.92063706234367,-0.5074802526190558,0,0
406.4244,27.64880272,27.64880272,27.525777999172572,37.26461939897057,-9.738841399797995,12.912489454065971,-0.5117673675409441,0,0
406.9065,27.57350092,27.57350092,27.44132151639716,37.24907619355325,-9.80775467715609,12.903997000323965,-0.5170882275524442,0,0
407.3886,27.46281947,27.46281947,27.34040742052269,37.233540187455404,-9.893132766932712,12.89515970111765,-0.5235987183538067,0,0
407.8707,27.32350287,27.32350287,27.220176568093795,37.2180113791608,-9.997834811067005,12.885977556447026,-0.531504076298884,0,0
408.3528,27.16558967,27.16558967,27.079685477688436,37.20248976715325,-10.122804289464817,12.876450566312094,-0.5408747151336595,0,0
408.835,26.96203377,26.96203377,26.923230707623055,37.18697213257171,-10.263741424948655,12.866578730712854,-0.5514100027031675,0,0
409.3171,26.75746501,26.75746501,26.75436196178782,37.171464910081596,-10.417102948293778,12.856362049649306,-0.5628622284521011,0,0
409.7992,26.55659144,26.55659144,26.580236303857124,37.155964879329645,-10.575728575472521,12.845800523121449,-0.5747263736896481,0,0
410.2813,26.34868225,26.34868225,26.40691527319024,37.14047203879964,-10.733556765609404,12.834894151129284,-0.5865738894449897,0,0
410.7634,26.15934145,26.15934145,26.239095207328855,37.1249863869754,-10.885891179646546,12.823642933672811,-0.5980718380101016,0,0
411.2455,25.98917694,25.98917694,26.0807950850961,37.109507922340725,-11.028712837244626,12.81204687075203,-0.6089342689650648,0,0
411.7277,25.87290542,25.87290542,25.935259600882304,37.0940334349816,-11.158773834099293,12.80010596236694,-0.6189290230297952,0,0
412.2098,25.75938539,25.75938539,25.804376434425947,37.078569341667475,-11.274192907241527,12.787820208517541,-0.6279203692051852,0,0
412.6919,25.66319507,25.66319507,25.688005026776388,37.06311243099401,-11.375107404217623,12.775189609203835,-0.6359159414408219,0,0
413.174,25.58149735,25.58149735,25.588660911581883,37.047662701445006,-11.459001789863123,12.76221416442582,-0.6427337474881342,0,0
413.6561,25.50335926,25.50335926,25.50263154036253,37.032220151504276,-11.529588611141747,12.748893874183498,-0.6486362076246991,0,0
414.1382,25.44107855,25.44107855,25.424869603383126,37.0167847796556,-11.591915176272476,12.735228738476867,-0.6539822207015127,0,0
414.6204,25.36119756,25.36119756,25.351375464115392,37.001353384920705,-11.649977920805313,12.721218757305927,-0.6590568123242183,0,0
415.1025,25.29448267,25.29448267,25.279815900934615,36.98593236619571,-11.706116465261097,12.706863930670679,-0.6640273441789949,0,0
415.5846,25.21075153,25.21075153,25.204413744275577,36.97051852101389,-11.76610477673831,12.692164258571124,-0.6693085772445458,0,0
416.0667,25.11148993,25.11148993,25.11927836308892,36.95511184785903,-11.83583348477011,12.677119741007258,-0.675325613475301,0,0
416.5488,25.03173113,25.03173113,25.018649167881335,36.93971234521494,-11.921063177333608,12.661730377979087,-0.682496309769995,0,0
417.0309,24.94140096,24.94140096,24.906513190127168,36.92432001156543,-12.01780682143826,12.645996169486606,-0.69053805476665,0,0
417.5131,24.84870137,24.84870137,24.780999191441325,36.90893165485659,-12.127932463415263,12.629917115529818,-0.6995895942660528,0,0
417.9952,24.69277285,24.69277285,24.64417963683198,36.893553656133875,-12.249374019301897,12.613493216108719,-0.7095062125908902,0,0
418.4773,24.54579513,24.54579513,24.495348250022566,36.87818282185684,-12.382834571834273,12.596724471223315,-0.720342988651232,0,0
418.9594,24.38142989,24.38142989,24.337594351885922,36.86281915050927,-12.525224798623345,12.5796108808736,-0.7318806208836689,0,0
419.4415,24.21197493,24.21197493,24.176320963929076,36.84746264057496,-12.671141676645885,12.562152445059578,-0.7437308412721553,0,0
419.9236,24.00941826,24.00941826,24.011580279290307,36.832113290537734,-12.820533011247427,12.544349163781247,-0.7558921392314664,0,0
420.4058,23.80009017,23.80009017,23.850560356335095,36.8167679172568,-12.966207560921703,12.526201037038609,-0.7678434991529804,0,0
420.8879,23.6189511,23.6189511,23.69496748264762,36.8014328839495,-13.106465401301882,12.507708064831661,-0.7794610999185906,0,0
421.37,23.49288698,23.49288698,23.544645087201392,36.78610500599038,-13.241459918788987,12.488870247160406,-0.7907556173870133,0,0
421.8521,23.34657157,23.34657157,23.40482841673719,36.77078428186323,-13.36595586512604,12.469687584024843,-0.8013437996998101,0,0
422.3342,23.22467277,23.22467277,23.27576613793366,36.75547071005187,-13.479704572118209,12.450160075424971,-0.8112050543140247,0,0
422.8163,23.09734402,23.09734402,23.15671265914648,36.74016428904008,-13.583451629893602,12.430287721360791,-0.8203914554218218,0,0
