wavenumber_cm1,normalized_observed,normalized_fitted,residual
1500.347,-0.821349325983115,-1.4507485750390074,0.6293992490558924
1500.829,-0.8358480365039003,-1.4198070520727892,0.583959015568889
1501.311,-0.8455407501924748,-1.389639517574763,0.5440987673822881
1501.793,-0.85081666144819,-1.3601986494387384,0.5093819879905483
1502.276,-0.8520809862697931,-1.3314367532648739,0.47935576699508076
1502.758,-0.8497442045754726,-1.303321596964873,0.4535773923894004
1503.24,-0.8442388701746422,-1.2758131893538769,0.4315743191792347
1503.722,-0.8360088944353258,-1.24887772831925,0.41286883388392426
1504.204,-0.8255125753964063,-1.2224840254205331,0.3969714500241268
1504.686,-0.8132228824714168,-1.1966032656374512,0.3833803831660344
1505.168,-0.7996277414959914,-1.1712087931151836,0.3715810516191922
1505.65,-0.7862840796259589,-1.1462759196802048,0.3599918400542459
1506.133,-0.7731277712658335,-1.12177089284801,0.34864312158217636
1506.615,-0.7596056187864826,-1.0976935030501083,0.3380878842636257
1507.097,-0.7492248242189083,-1.0740138513180035,0.3247890270990952
1507.579,-0.7386198321112681,-1.0507135700752346,0.31209373796396644
1508.061,-0.7283532986860369,-1.0277755586635497,0.2994222599775128
1508.543,-0.7203429845586106,-1.005183881666964,0.2848408971083535
1509.025,-0.713650838906259,-0.982923676844715,0.269272837938456
1509.507,-0.7107560021659641,-0.960981071627957,0.25022506946199286
1509.99,-0.7091415599389512,-0.9393274760547224,0.23018591611577122
1510.471,-0.7111558952387723,-0.9179976698081106,0.20684177456933828
1510.954,-0.7140742425847285,-0.8969168175835668,0.18284257499883827
1511.436,-0.7181020970995329,-0.8761227008101938,0.15802060371066096
1511.918,-0.7243794083048087,-0.8555892535977769,0.1312098452929682
1512.4,-0.7279247826344036,-0.8353071641109248,0.10738238147652113
1512.882,-0.72889784396182,-0.8152677007481808,0.08636985678636078
1513.364,-0.7313559468409084,-0.7954626718218654,0.06410672498095693
1513.846,-0.7305324835946809,-0.7758843885246827,0.04535190493000174
1514.328,-0.729375478055789,-0.7565256308726026,0.027150152816813655
1514.811,-0.7284928480065634,-0.7373597705012954,0.008866922494731977
1515.293,-0.7263102450581728,-0.7184197880183414,-0.007890457039831378
1515.775,-0.7231143353481435,-0.6996801960173842,-0.02343413933075933
1516.257,-0.7189027733066572,-0.6811353592858743,-0.037767414020782875
1516.739,-0.7146134549641623,-0.6627799770988974,-0.05183347786526493
1517.221,-0.7074037220907361,-0.6446090621237808,-0.06279465996695532
1517.703,-0.6981206310769775,-0.6266179208714759,-0.07150271020550159
1518.185,-0.6862706741764373,-0.6088021355630572,-0.0774685386133801
1518.667,-0.6713971129518175,-0.5911575472928697,-0.08023956565894774
1519.15,-0.6576494829366284,-0.5736578086720218,-0.08399167426460663
1519.632,-0.6403351666591627,-0.5563438661652884,-0.08399130049387427
1520.114,-0.6240556341865725,-0.5391900564334119,-0.08486557775316061
1520.596,-0.6070823486461129,-0.5221931097993002,-0.08488923884681265
1521.078,-0.5916953692228107,-0.5053499473022665,-0.08634542192054429
1521.56,-0.5790205596920123,-0.4886576697000081,-0.09036288999200415
1522.042,-0.5667817315655388,-0.4721135471936887,-0.0946681843718501
1522.524,-0.5580587965718536,-0.4557150098203942,-0.10234378675145944
1523.007,-0.556607055000956,-0.43943564130624224,-0.11717141369471373
1523.489,-0.5560468932293123,-0.42332100506988374,-0.1327258881594286
1523.971,-0.5594430634054958,-0.4073451244706307,-0.15209793893486506
1524.453,-0.5664409416877971,-0.39150598428843947,-0.17493495739935766
